company_name,aliases,crunchbase_description,wikipedia_search,wikipedia_description,wikipedia_description_link,company_homepage,company_description,company_description_link,retrieval_date
northrop grumman,northrop grumman corp; northrop grumman corporation,"Northrop Grumman is a global security company providing solutions for sectors such as aerospace, electronics and technical services.",https://en.wikipedia.org/wiki/Special:Search?search=northrop+grumman,"Northrop Grumman Corporation (NYSE: NOC) is an American global aerospace and defense technology company. With 90,000 employees[4] and an annual revenue in excess of $30 billion, it is one of the world's largest weapons manufacturers and military technology providers.[5][6][7][2] The firm ranks No. 96 on the 2020 Fortune 500 list of America's largest corporations.",https://en.wikipedia.org/wiki/Northrop_Grumman,http://www.northropgrumman.com,,,2021-03-18
raytheon,,"Raytheon is a defense contractor and corporation with manufacturing concentrations in weapons, military, and commercial electronics.",https://en.wikipedia.org/wiki/Special:Search?search=raytheon,"Raytheon Technologies Corporation is an American multinational conglomerate headquartered in Waltham, Massachusetts. The company is one of the largest aerospace, intelligence services providers,[3] and defense manufacturers in the world by revenue and market capitalization. It researches, develops, and manufactures advanced technology products in the aerospace and defense industry, including aircraft engines, avionics, aerostructures, cybersecurity, missiles, air defense systems, and drones. The company is also a large military contractor, getting a significant portion of its revenue from the U.S. government.",https://en.wikipedia.org/wiki/Raytheon_Technologies,http://www.raytheon.com,,,2021-03-18
western digital,"western digital corp; western digital corporation; wd; western digital technologies, inc.; wdc","WD is driving the innovation needed to help customers capture, preserve, access, and transform an ever-increasing diversity of data.",https://en.wikipedia.org/wiki/Special:Search?search=western+digital,"Western Digital Corporation (abbreviated WDC, commonly known as simply Western Digital and WD) is an American computer hard disk drive manufacturer and data storage company. It designs, manufactures and sells data technology products, including storage devices, data center systems and cloud storage services.",https://en.wikipedia.org/wiki/Western_Digital,https://www.westerndigital.com/,,,2021-03-18
apple,"apple computer; apple, inc.; apple inc; apple inc.","Apple is a multinational corporation that designs, manufactures, and markets consumer electronics, personal computers, and software.",https://en.wikipedia.org/wiki/Special:Search?search=apple,"Apple Inc. is an American multinational technology company headquartered in Cupertino, California, that designs, develops, and sells consumer electronics, computer software, and online services. It is considered one of the Big Five companies in the U.S. information technology industry, along with Amazon, Google, Microsoft, and Facebook.[8][9][10] Its hardware products include the iPhone smartphone, the iPad tablet computer, the Mac personal computer, the iPod portable media player, the Apple Watch smartwatch, the Apple TV digital media player, the AirPods wireless earbuds, the AirPods Max headphones, and the HomePod smart speaker line. Apple's software includes iOS, iPadOS, macOS, watchOS, and tvOS operating systems, the iTunes media player, the Safari web browser, the Shazam music identifier, and the iLife and iWork creativity and productivity suites, as well as professional applications like Final Cut Pro X, Logic Pro, and Xcode. Its online services include the iTunes Store, the iOS App Store, Mac App Store, Apple Arcade, Apple Music, Apple TV+, Apple Fitness+, iMessage, and iCloud. Other services include Apple Store, Genius Bar, AppleCare, Apple Pay, Apple Pay Cash, and Apple Card.",https://en.wikipedia.org/wiki/Apple_Inc.,http://www.apple.com,,,2021-03-18
day & zimmermann group inc/the,day & zimmermann; day & zimmermann group inc; the day & zimmermann group inc,"A specialize in construction & engineering, staffing and defense solutions for leading corporations and governments around the world.",https://en.wikipedia.org/wiki/Special:Search?search=day+%26+zimmermann+group+inc%2Fthe,"The Day & Zimmermann is a privately held company in the fields of construction, engineering, staffing and ammunition manufacture, operating out of 150 locations worldwide. Its corporate office is at 1500 Spring Garden Street in Philadelphia, Pennsylvania.",https://en.wikipedia.org/wiki/Day_%26_Zimmermann,http://dayzim.com/,,,2021-03-18
smbc nikko securities inc.,"smbc nikko securities japan

; smbc nikko securities","They provide financial products and services to global institutional clients, focusing on especially North America and Latin America.",https://en.wikipedia.org/wiki/Special:Search?search=smbc+nikko+securities+inc.,,,https://www.smbcnikko.co.jp/en/,SMBC Nikko is one of the leading full-line securities company in Japan covering all client segments with a broad range of financial products and services through its international network.,https://www.smbcnikko.co.jp/en/profile/company/index.html,2021-03-18
avion solutions inc,"avion solutions, inc.; avion solutions","Avion Solutions, Inc. is an aviation & aerospace firm providing engineering, logistics, software development, and technical services.",https://en.wikipedia.org/wiki/Special:Search?search=avion+solutions+inc,,,http://avionsolutions.com/,"Founded in 1992, Avion Solutions, Inc. is a 100% employee-owned business providing engineering, programmatic, logistics, and technical solutions to the U.S. military; and Unmanned Aircraft Systems (UAS) innovation, training, and support to Federal, State, and local agencies, as well as commercial clients. Avion has built a reputation for excellence and reliability by providing creative, high-quality solutions to our customers again and again.",https://avionsolutions.com/who-we-are/,2021-03-18
"soar technology, inc.",soar technologies; soartech,Soar Technology is a provider that engages in the design and development of software solutions for military or civilian applications.,https://en.wikipedia.org/wiki/Special:Search?search=soar+technology%2C+inc.,,,https://soartech.com/,"At SoarTech, our focus is in the development of intelligent software that reasons like humans do, to automate complex tasks, simplify human-machine interactions, or model human behaviors. Our philosophy is three-fold: to be an augmentation to, not a replacement of, the human; to think “top-down, not bottom-up;” and to be transparent so that decisions and processing are communicated to the human and in human-like terms.",https://soartech.com,2021-03-18
palo alto research center,parc; xerox parc; parc a xerox company; palo alto research center incorporated; palo alto research center inc,"PARC provides custom R&D services, technologies, expertise, and intellectual property to startups, government agencies, and partners.",https://en.wikipedia.org/wiki/Special:Search?search=palo+alto+research+center,"PARC (Palo Alto Research Center; formerly Xerox PARC) is a research and development company in Palo Alto, California.[2][3][4] Formed in 1969, the company was originally a division of Xerox, and was tasked with creating computer technology-related products and hardware systems.",https://en.wikipedia.org/wiki/PARC_(company),https://www.parc.com/,,,2021-03-18
bigpanda,"bigpanda inc; bigpanda, inc.","BigPanda offers a platform that helps IT Ops, NOC & DevOps teams detect, investigate and resolve IT incidents faster and more easily.",https://en.wikipedia.org/wiki/Special:Search?search=bigpanda,"BigPanda is a private software company headquartered in Mountain View, California. It develops artificial intelligence software that detects and analyzes problems in IT systems.[1] As of 2019, BigPanda has raised $120 million in venture capital funding.",https://en.wikipedia.org/wiki/BigPanda,https://www.bigpanda.io/,,,2021-03-18
element analytics,"element; element analytics, inc.; element analytics inc",Element Analytics creates industrial analytics software that empowers organizations to achieve new levels of operational performance.,https://en.wikipedia.org/wiki/Special:Search?search=element+analytics,,,http://www.elementanalytics.com/,"Unify provides a comprehensive knowledge graph of all federated IT/OT metadata, enabling consumption by any data user or system whether on-prem or in the Cloud.",http://www.elementanalytics.com/,2021-03-18
